sondado_em,repo_url,status,detalhe,tentativas,duracao_segundos
2026-09-10T13:24:49Z,https://github.com/adaltas/node-csv-parse.git,ACESSIVEL,HEAD=29fb64abdcf9537d2953306c7f92482cf808b740,1,1
2026-09-10T13:24:49Z,https://github.com/aheckmann/mpath.git,ACESSIVEL,HEAD=2c9a79bd2b46412ad10549dd74e3cea6a4d9ba98,1,1
2026-09-10T13:24:49Z,https://github.com/alanshaw/markdown-pdf.git,ACESSIVEL,HEAD=3b8e2070aa88460f8932f3cbcb900b6a181a5510,1,1
2026-09-10T13:24:49Z,https://github.com/alexindigo/deeply.git,ACESSIVEL,HEAD=db7f9ed60945f65070f0ce65db6c970e01956a7c,1,1
2026-09-10T13:24:49Z,https://github.com/angular/angular.js.git,ACESSIVEL,HEAD=d8f77817eb5c98dec5317bc3756d1ea1812bcfbe,1,4
2026-09-10T13:24:49Z,https://github.com/angus-c/just.git,ACESSIVEL,HEAD=d8c5dd18941062d8db7e9310ecc8f53fd607df54,1,3
2026-09-10T13:24:49Z,https://github.com/ant-design/ant-design-pro.git,ACESSIVEL,HEAD=adfd44085738ca953573a13322c1ba84aca8b9e3,1,7
2026-09-10T13:24:49Z,https://github.com/apache/jspwiki.git,ACESSIVEL,HEAD=96374c1d8f22d596ecc98a7a5bb9222683a444c2,1,2
2026-09-10T13:24:49Z,https://github.com/apache/thrift.git,ACESSIVEL,HEAD=e1176aff9e1c654b78420610b1b1ab97272c7124,1,6
2026-09-10T13:24:49Z,https://github.com/apache/uima-ducc.git,ACESSIVEL,HEAD=8a13946186a19be995fcc2bf0b6fc740cf4a9dc3,1,3
2026-09-10T13:24:49Z,https://github.com/ashaffer/cached-path-relative.git,ACESSIVEL,HEAD=07947c44e3a5f66d723e34719a9e95e557a5c619,1,3
2026-09-10T13:24:49Z,https://github.com/auth0/lock.git,ACESSIVEL,HEAD=8319593291f758ce1900326d2be0a4a5cf50a996,1,5
2026-09-10T13:24:49Z,https://github.com/autovance/ftp-srv.git,ACESSIVEL,HEAD=6a3b227dfba3345e13a94de2cba3d6cd01bfb438,1,6
2026-09-10T13:24:49Z,https://github.com/awspilot/cli-lambda-deploy.git,ACESSIVEL,HEAD=3bfe877348bc0c47b91a3e09fef2dc85a380ae3f,1,1
2026-09-10T13:24:49Z,https://github.com/axios/axios.git,ACESSIVEL,HEAD=18e7dfedf30c96e58652887f930642ae82e0130c,1,1
2026-09-10T13:24:49Z,https://github.com/balderdashy/sails-hook-sockets.git,ACESSIVEL,HEAD=bd8d1c051e883cccf08f23be9f2c27b24d00ab65,1,1
2026-09-10T13:24:49Z,https://github.com/bower/bower.git,ACESSIVEL,HEAD=4e0c3c1181c21624c5b3ab5bdf5d3becdb172b5a,1,1
2026-09-10T13:24:49Z,https://github.com/brianc/node-postgres.git,ACESSIVEL,HEAD=9808955838dd84835c4ca904228c9c2eaeda047e,1,1
2026-09-10T13:24:49Z,https://github.com/brianleroux/tiny-json-http.git,ACESSIVEL,HEAD=1cbfddbe4c6233e97aecc9f4e5aa6e4222334add,1,0
2026-09-10T13:24:49Z,https://github.com/broofa/node-mime.git,ACESSIVEL,HEAD=f2d1243892616c0ec1031eb5132d56e43159ecc0,1,1
2026-09-10T13:24:49Z,https://github.com/browserify/static-eval.git,ACESSIVEL,HEAD=c682147323a1dfde9e7c01a9558f4feeb68e36cd,1,1
2026-09-10T13:24:49Z,https://github.com/browserslist/browserslist.git,ACESSIVEL,HEAD=f46a5b74e75fec2bda62c6520fc2296bda3c0fe3,1,1
2026-09-10T13:24:49Z,https://github.com/ckeditor/ckeditor5-link.git,ACESSIVEL,HEAD=c89dfc6fdb2a1b2b45e9d3f704dbd7ac2d6b4c0d,1,1
2026-09-10T13:24:49Z,https://github.com/codecov/codecov-node.git,ACESSIVEL,HEAD=7c698b77e3b04abc24a8bbf2e0606d6f77cdba21,1,0
2026-09-10T13:24:49Z,https://github.com/commenthol/safer-eval.git,ACESSIVEL,HEAD=44a5e272774830a11ebf825fc29e18f609303477,1,0
2026-09-10T13:24:49Z,https://github.com/commenthol/serialize-to-js.git,ACESSIVEL,HEAD=e82200d973d2764dee574675b5da03b69c83d231,1,0
2026-09-10T13:24:49Z,https://github.com/cthackers/adm-zip.git,ACESSIVEL,HEAD=2b4d84087d45344643e0183756e19191d52815cc,1,1
2026-09-10T13:24:49Z,https://github.com/davideicardi/confinit.git,ACESSIVEL,HEAD=fcdfd2b26890c665141c9188764e2f426231453b,1,1
2026-09-10T13:24:49Z,https://github.com/digitalbazaar/forge.git,ACESSIVEL,HEAD=7a43db987bd0ecdc5b41f6d73f58ba6ca5bf9ae1,1,1
2026-09-10T13:24:49Z,https://github.com/dojo/dijit.git,ACESSIVEL,HEAD=ff922258740f217d35ad75219d0a5408bc0355dc,1,1
2026-09-10T13:24:49Z,https://github.com/dojo/dojo.git,ACESSIVEL,HEAD=1a4c3d199578fd7d27ee03da87287c4766c84bf6,1,1
2026-09-10T13:24:49Z,https://github.com/dojo/dojox.git,ACESSIVEL,HEAD=41184d55a6b6d2b0645238e4ce427c7ac55cf823,1,0
2026-09-10T13:24:49Z,https://github.com/dollarshaveclub/shave.git,ACESSIVEL,HEAD=f3e7723a71f0a4a6b0791ae18a474ffa82ed37df,1,0
2026-09-10T13:24:49Z,https://github.com/dreamerslab/node.extend.git,ACESSIVEL,HEAD=efbe6b9b705acca9288df85dbc8345c94a7ba60a,1,0
2026-09-10T13:24:49Z,https://github.com/eggjs/egg-scripts.git,ACESSIVEL,HEAD=74605f7e21525c94deded87a7f949801530bdf05,1,1
2026-09-10T13:24:49Z,https://github.com/erelsgl/limdu.git,ACESSIVEL,HEAD=1c9b607103a984ab4bd93f74d898c97456b27658,1,1
2026-09-10T13:24:49Z,https://github.com/erming/shout.git,ACESSIVEL,HEAD=943891b6b1fb7eed9ef44c8e8227806e0cf22097,1,1
2026-09-10T13:24:49Z,https://github.com/expressjs/method-override.git,ACESSIVEL,HEAD=4df570e14dddc88b9464808f4cab3b2a73fc6dc8,1,1
2026-09-10T13:24:49Z,https://github.com/expressjs/morgan.git,ACESSIVEL,HEAD=0f74eca337508e006052a0ae48fb2754c076ec76,1,1
2026-09-10T13:24:49Z,https://github.com/facebook/create-react-app.git,ACESSIVEL,HEAD=6254386531d263688ccfa542d0e628fbc0de0b28,1,2
2026-09-10T13:24:49Z,https://github.com/facebook/react.git,ACESSIVEL,HEAD=a58f939795502a579c02d584600df5369d864c3b,1,2
2026-09-10T13:24:49Z,https://github.com/facebookarchive/nuclide.git,ACESSIVEL,HEAD=2a2a0a642d136768b7d2a6d35a652dc5fb77d70a,1,1
2026-09-10T13:24:49Z,https://github.com/fagbokforlaget/pdfinfojs.git,ACESSIVEL,HEAD=a9e336935ee611a5b35b54d36b82b65927dae965,1,0
2026-09-10T13:24:49Z,https://github.com/fastify/fastify.git,ACESSIVEL,HEAD=d1dd8902ad972703b81a6f0e8395bb10dfd80b5f,1,1
2026-09-10T13:24:49Z,https://github.com/faye/websocket-extensions-node.git,ACESSIVEL,HEAD=ff2a854eadbcda92865dcbff6fe23539235fe8ed,1,1
2026-09-10T13:24:49Z,https://github.com/felixrieseberg/windows-build-tools.git,ACESSIVEL,HEAD=c6c8c6a1f2f970c3dbd7288a87330cd96042166a,1,1
2026-09-10T13:24:49Z,https://github.com/gchq/CyberChef.git,ACESSIVEL,HEAD=4855e6a406cb4f68d490e01d69108da5ad304777,1,2
2026-09-10T13:24:49Z,https://github.com/guardian/html-janitor.git,ACESSIVEL,HEAD=97f27765f95dc912476a7cac9b06036a310d7846,1,1
2026-09-10T13:24:49Z,https://github.com/guybedford/devcert.git,ACESSIVEL,HEAD=22b71eb4562b7377ba3f9e6a3bf2018c7f1c3cdd,1,1
2026-09-10T13:24:49Z,https://github.com/handsontable/formula-parser.git,ACESSIVEL,HEAD=4ef971bfa550af631d1c79636455c4cb7730123d,1,1
2026-09-10T13:24:49Z,https://github.com/hapijs/cryptiles.git,ACESSIVEL,HEAD=4454f9805562fbc4b3d3c697aaddafc8100b4ca5,1,1
2026-09-10T13:24:49Z,https://github.com/hapijs/hoek.git,ACESSIVEL,HEAD=cbb4c2bbb5ed1d850a2658ee8b42b3248e1404ac,1,1
2026-09-10T13:24:49Z,https://github.com/henrytseng/hostr.git,ACESSIVEL,HEAD=42b51096c845b802aec300515fdbd7ae77f43bae,1,1
2026-09-10T13:24:49Z,https://github.com/herber/hekto.git,ACESSIVEL,HEAD=1e5c75f8259ba0daf9b2600db3c246cda1934c46,1,1
2026-09-10T13:24:49Z,https://github.com/highcharts/highcharts.git,ACESSIVEL,HEAD=31d8e71db1fdeceb166717608d7e3fbca02d7b78,1,1
2026-09-10T13:24:49Z,https://github.com/http-party/node-http-proxy.git,ACESSIVEL,HEAD=9b96cd725127a024dabebec6c7ea8c807272223d,1,0
2026-09-10T13:24:49Z,https://github.com/ioBroker/ioBroker.admin.git,ACESSIVEL,HEAD=551d4cdffbe62ce6a3c729581b480c1fc463078e,1,1
2026-09-10T13:24:49Z,https://github.com/ioBroker/ioBroker.js-controller.git,ACESSIVEL,HEAD=7d78cb75eff5052108a130ebfaf6c68a4a18b515,1,1
2026-09-10T13:24:49Z,https://github.com/ioBroker/ioBroker.web.git,ACESSIVEL,HEAD=a06340b5ba34017335232f3a8f2c38f9c79f35b8,1,1
2026-09-10T13:24:49Z,https://github.com/ipfs/aegir.git,ACESSIVEL,HEAD=e944a07402a58d6958628e12fa6343e20cb918e8,1,1
2026-09-10T13:24:49Z,https://github.com/isaacs/st.git,ACESSIVEL,HEAD=eb977d4ed3b54ce9a503968eafc8d937fcc8d477,1,1
2026-09-10T13:24:49Z,https://github.com/jameswlane/status-board.git,ACESSIVEL,HEAD=ebc792521647de7651728b000224921af65f1771,1,1
2026-09-10T13:24:49Z,https://github.com/jas-/node-libnmap.git,ACESSIVEL,HEAD=3cda3baf3b2de107e4924d89db1589113de9c4f5,1,2
2026-09-10T13:24:49Z,https://github.com/jfhbrook/node-ecstatic.git,ACESSIVEL,HEAD=c2de337332a5137944c117000b13d368ce6e24f6,1,1
2026-09-10T13:24:49Z,https://github.com/jgraph/mxgraph.git,ACESSIVEL,HEAD=ff141aab158417bd866e2dfebd06c61d40773cd2,1,1
2026-09-10T13:24:49Z,https://github.com/jonschlinkert/assign-deep.git,ACESSIVEL,HEAD=ee7ca64849a4c1d9c11ee86c5b8b91337d24c5b4,1,1
2026-09-10T13:24:49Z,https://github.com/jonschlinkert/kind-of.git,ACESSIVEL,HEAD=3c7e8fd86094cfdb1b1bd048a39f699161da62e4,1,1
2026-09-10T13:24:49Z,https://github.com/jonschlinkert/merge-deep.git,ACESSIVEL,HEAD=628ff47c9d824ccf21adf9a2b7cc6b74632e11a1,1,1
2026-09-10T13:24:49Z,https://github.com/jonschlinkert/mixin-deep.git,ACESSIVEL,HEAD=9166566d5e5a60047e43a80a3c1a7c68f829a047,1,1
2026-09-10T13:24:49Z,https://github.com/jonschlinkert/randomatic.git,ACESSIVEL,HEAD=485a55248757a10597c18099ab2fa0bb08cc5b7f,1,1
2026-09-10T13:24:49Z,https://github.com/jonschlinkert/remarkable.git,ACESSIVEL,HEAD=7c5e433620c967618eb38cdb57360734274061c4,1,0
2026-09-10T13:24:49Z,https://github.com/jonschlinkert/set-value.git,ACESSIVEL,HEAD=c574eb8d94ba21d22b6fe5a5741fd4dbfc9dc47a,1,0
2026-09-10T13:24:49Z,https://github.com/josdejong/typed-function.git,ACESSIVEL,HEAD=b2b1a93f4ea955d5211ddc529bc2f67037f373bd,1,0
2026-09-10T13:24:49Z,https://github.com/joyent/node-sshpk.git,ACESSIVEL,HEAD=8df038598965802fe287715ab4389e56da2593c5,1,0
2026-09-10T13:24:49Z,https://github.com/jpuri/react-draft-wysiwyg.git,ACESSIVEL,HEAD=4743d7387474d7f88a16e40d3c0e3a9cc9c7a3f9,1,0
2026-09-10T13:24:49Z,https://github.com/jquery/jquery.git,ACESSIVEL,HEAD=32bf84bcbb82c6d24d18107b85a534fd8bb0d6f1,1,1
2026-09-10T13:24:49Z,https://github.com/jshttp/forwarded.git,ACESSIVEL,HEAD=b3097d832aea409b1a1934fd60ecba8129116edc,1,0
2026-09-10T13:24:49Z,https://github.com/jshttp/fresh.git,ACESSIVEL,HEAD=ee7367318cf86a77e8259c63ee014ff0f8853437,1,0
2026-09-10T13:24:49Z,https://github.com/juliangruber/brace-expansion.git,ACESSIVEL,HEAD=4e7046543469d31e2b324b1bf14d8606d74f7f18,1,1
2026-09-10T13:24:49Z,https://github.com/justmoon/node-extend.git,ACESSIVEL,HEAD=91f405025821e071192e49e73368890d4275178f,1,1
2026-09-10T13:24:49Z,https://github.com/kellyselden/git-diff-apply.git,ACESSIVEL,HEAD=c8794467e5d54fd38951567f86e32e754de60757,1,1
2026-09-10T13:24:49Z,https://github.com/kevva/decompress.git,ACESSIVEL,HEAD=84a8c1046946add1a6ae01c54dbebf312e4ffc85,1,1
2026-09-10T13:24:49Z,https://github.com/knex/knex.git,ACESSIVEL,HEAD=e25d54bcb707714a17f5a5744eba5c4246bb4d1d,1,1
2026-09-10T13:24:49Z,https://github.com/knockout/knockout.git,ACESSIVEL,HEAD=ab1f4b0e25c93ca2027bca84437ba5ec5e410b18,1,1
2026-09-10T13:24:49Z,https://github.com/larvit/larvitbase-api.git,ACESSIVEL,HEAD=99019f5323f18e9f6c71a8035f54f929142fb1f3,1,1
2026-09-10T13:24:49Z,https://github.com/laurent22/joplin.git,ACESSIVEL,HEAD=23504fcf7ed9840bcf6de4e5f84f55d1b2cd5b82,1,1
2026-09-10T13:24:49Z,https://github.com/linxiaowu66/swagger-ui.git,INACESSIVEL,git rc=128: fatal: could not read Username for 'https://github.com': terminal prompts disabled,2,3
2026-09-10T13:24:49Z,https://github.com/lodash/lodash.git,ACESSIVEL,HEAD=0f79302eaf53618079118dc9663f731e8faa40b7,1,1
2026-09-10T13:24:49Z,https://github.com/mafintosh/tar-fs.git,ACESSIVEL,HEAD=db1ebdee6bb5af22f18f360f7de7c39249af063e,1,0
2026-09-10T13:24:49Z,https://github.com/manvel-khnkoyan/jpv.git,ACESSIVEL,HEAD=4f508ff585cbb8a27f6da54c4e52a3fdf6571094,1,1
2026-09-10T13:24:49Z,https://github.com/mariocasciaro/object-path.git,ACESSIVEL,HEAD=e6bb638ffdd431176701b3e9024f80050d0ef0a6,1,1
2026-09-10T13:24:49Z,https://github.com/markedjs/marked.git,ACESSIVEL,HEAD=a43c064837261b0e36f1c3a506dc37fe28c97493,1,1
2026-09-10T13:24:49Z,https://github.com/mikaelbr/mversion.git,ACESSIVEL,HEAD=3119ce1f3d09f64939e1d70323d4aac9be6978fc,1,1
2026-09-10T13:24:49Z,https://github.com/moment/moment.git,ACESSIVEL,HEAD=761e1f69f497c9e15c1340a51292444cab466622,1,1
2026-09-10T13:24:49Z,https://github.com/mongo-express/mongo-express.git,ACESSIVEL,HEAD=39d250b3cf56569f2d816d8cafd91362ff03a702,1,0
2026-09-10T13:24:49Z,https://github.com/mongodb/js-bson.git,ACESSIVEL,HEAD=d3f563e389bc0b97aa6bd87065e32fb0774304a2,1,0
2026-09-10T13:24:49Z,https://github.com/moscajs/mosca.git,ACESSIVEL,HEAD=46945d696c3a9a8ce03ee215a8892cc0fa53e458,1,0
2026-09-10T13:24:49Z,https://github.com/mpetroff/pannellum.git,ACESSIVEL,HEAD=99f4afd686e807d374a764231a58255f7dd853b6,1,1
2026-09-10T13:24:49Z,https://github.com/mqttjs/MQTT.js.git,ACESSIVEL,HEAD=6e3a676630a68e6355a94d99a82d1433b486c300,1,1
2026-09-10T13:24:49Z,https://github.com/mycolorway/simditor.git,ACESSIVEL,HEAD=3d318c01e4b5a78c70f219959be2b5653c6eb78d,1,1
2026-09-10T13:24:49Z,https://github.com/myshenin/aws-lambda-multipart-parser.git,ACESSIVEL,HEAD=c226a401b9083ea62cf5cb534a33802d703cca35,1,1
2026-09-10T13:24:49Z,https://github.com/mysticatea/eslint-utils.git,ACESSIVEL,HEAD=c3b1d38328dc3a5278b208a58186a0735315f58f,1,1
2026-09-10T13:24:49Z,https://github.com/node-modules/charset.git,ACESSIVEL,HEAD=dcc48ee609a9b8a137c68faad712c646fcaeda29,1,1
2026-09-10T13:24:49Z,https://github.com/novnc/noVNC.git,ACESSIVEL,HEAD=acca57b997f206683d27796829ee1f72da37002a,1,1
2026-09-10T13:24:49Z,https://github.com/npm/cli.git,ACESSIVEL,HEAD=c9876d7ea7150b0702e4151210b9fa1a8dbc7fbf,1,1
2026-09-10T13:24:49Z,https://github.com/npm/fstream.git,ACESSIVEL,HEAD=bffea43c6a201c76bc85842539e09a779508790b,1,1
2026-09-10T13:24:49Z,https://github.com/npm/node-tar.git,ACESSIVEL,HEAD=2a22bfc5d3a432a606d9da0e2d87ba634aa3b1cb,1,1
2026-09-10T13:24:49Z,https://github.com/npm/ssri.git,ACESSIVEL,HEAD=7d5303b0dfc14220207ce2cfc6bc9a438efd508c,1,1
2026-09-10T13:24:49Z,https://github.com/nprapps/pym.js.git,ACESSIVEL,HEAD=57feb680ac3ff7aeef080e5efe0ddbe665530eac,1,1
2026-09-10T13:24:49Z,https://github.com/nunnly/m-server.git,ACESSIVEL,HEAD=b8613fd1f35b2ba1e3b0cbac254c03f7c9f95232,1,1
2026-09-10T13:24:49Z,https://github.com/omphalos/crud-file-server.git,ACESSIVEL,HEAD=1f962b143becc8085bc6ba01e258ff17fe689ecf,1,2
2026-09-10T13:24:49Z,https://github.com/parse-community/parse-server.git,ACESSIVEL,HEAD=383d3e512b045a1e91e536d832abda3a3eab866a,1,1
2026-09-10T13:24:49Z,https://github.com/patriksimek/vm2.git,ACESSIVEL,HEAD=a0139cf6a7ad72a685420f53479a99fe385cf394,1,0
2026-09-10T13:24:49Z,https://github.com/peterbraden/node-opencv.git,ACESSIVEL,HEAD=c81fbf955ec35e7692a92a19515559c22a2db67b,1,1
2026-09-10T13:24:49Z,https://github.com/pillarjs/resolve-path.git,ACESSIVEL,HEAD=3e4cf2674fd19390500fef3ec5f30a28dca55f99,1,1
2026-09-10T13:24:49Z,https://github.com/plotly/plotly.js.git,ACESSIVEL,HEAD=174319ac1b8c58bc27c23d40f7d108ac4090e48d,1,1
2026-09-10T13:24:49Z,https://github.com/pofider/phantom-html-to-pdf.git,ACESSIVEL,HEAD=f7283ce6344e6e22da9ec4ee35aa2ea7ed25743c,1,1
2026-09-10T13:24:49Z,https://github.com/prahladyeri/http-live-simulator.git,ACESSIVEL,HEAD=205a1aa8c626e069f40ad1dd6fcdc456a7ebfcf7,1,1
2026-09-10T13:24:49Z,https://github.com/probablyup/markdown-to-jsx.git,ACESSIVEL,HEAD=ec06a54a71691305d58cb53e762e4a82814b6303,1,2
2026-09-10T13:24:49Z,https://github.com/protobufjs/protobuf.js.git,ACESSIVEL,HEAD=1169f5d475835533a29939a154e0017eba0ead7b,1,1
2026-09-10T13:24:49Z,https://github.com/psychobunny/nodebb-plugin-blog-comments.git,ACESSIVEL,HEAD=6f838011c16501df32e4da43fc8875f324a74ff9,1,1
2026-09-10T13:24:49Z,https://github.com/request/request.git,ACESSIVEL,HEAD=3c0cddc7c8eb60b470e9519da85896ed7ee0081e,1,1
2026-09-10T13:24:49Z,https://github.com/restify/node-restify.git,ACESSIVEL,HEAD=b1a14eee7ca9c0ef1b3142df1b5de33304d68955,1,2
2026-09-10T13:24:49Z,https://github.com/richardgirges/express-fileupload.git,ACESSIVEL,HEAD=20269154bb9aab9672e7ff7ca500349e5d23fb5c,1,1
2026-09-10T13:24:49Z,https://github.com/roest01/node-pdf-image.git,ACESSIVEL,HEAD=d8c0dcadd93985dbefe80b84060f5f572bfbb6ff,1,1
2026-09-10T13:24:49Z,https://github.com/rvagg/bl.git,ACESSIVEL,HEAD=11c99db41e781832a61fa1949e99f2de61fb8571,1,6
2026-09-10T13:24:49Z,https://github.com/salesforce/tough-cookie.git,ACESSIVEL,HEAD=1fdfba9f3fac6c93ec4856c6f2049c92205fd3ce,1,1
2026-09-10T13:24:49Z,https://github.com/sandy98/node-simple-router.git,ACESSIVEL,HEAD=36ae2664095118116fa7ecae0545492065477846,1,1
2026-09-10T13:24:49Z,https://github.com/schnittstabil/merge-options.git,ACESSIVEL,HEAD=2b96ee3e6e9b276b1410d239c7e20e3326fdd6cd,1,1
2026-09-10T13:24:49Z,https://github.com/scravy/node-macaddress.git,ACESSIVEL,HEAD=ef0e57261af3da6c5b7c46ab74081ded514e4256,1,1
2026-09-10T13:24:49Z,https://github.com/sebhildebrandt/systeminformation.git,ACESSIVEL,HEAD=e5a8b1b7ea3d30a658c3491aa7399a92bb050a07,1,2
2026-09-10T13:24:49Z,https://github.com/semantic-release/semantic-release.git,ACESSIVEL,HEAD=8d905a56e80030c141a71a32c0c4cb870e90470a,1,2
2026-09-10T13:24:49Z,https://github.com/senecajs/seneca.git,ACESSIVEL,HEAD=32a3b2de801774a5942fc27cab38bea73d471ec7,1,4
2026-09-10T13:24:49Z,https://github.com/simonh1000/angular-http-server.git,ACESSIVEL,HEAD=5aa363f24978c33dfb26b9874ee872e3868e4a44,1,5
2026-09-10T13:24:49Z,https://github.com/sindresorhus/decamelize.git,ACESSIVEL,HEAD=365e2e909c93c8a5e7c9398523290ba0b35a3a93,1,1
2026-09-10T13:24:49Z,https://github.com/sindresorhus/dot-prop.git,ACESSIVEL,HEAD=d5d11c71a70bfb643a45d22821ed6d284240fce5,1,8
2026-09-10T13:24:49Z,https://github.com/skoranga/node-dns-sync.git,ACESSIVEL,HEAD=9f0c1799be4991f5a3b199296b6cf95386593c3b,1,2
2026-09-10T13:24:49Z,https://github.com/socketio/socket.io.git,ACESSIVEL,HEAD=0109787bca5bddaecf0295263656009b9a18ff95,1,1
2026-09-10T13:24:49Z,https://github.com/soyuka/pidusage.git,ACESSIVEL,HEAD=36383b8d70c2b98ee4e211dbde9dab24a885a37d,1,1
2026-09-10T13:24:49Z,https://github.com/strapi/strapi.git,ACESSIVEL,HEAD=a8ff3424ad474bc8dbcbedaff625e59d51000b04,1,3
2026-09-10T13:24:49Z,https://github.com/swagger-api/swagger-ui.git,ACESSIVEL,HEAD=6d43fd1618090050d8b4571232a06b35cabd8872,1,2
2026-09-10T13:24:49Z,https://github.com/tiaanduplessis/kill-port.git,ACESSIVEL,HEAD=13bd91dcbf99106895325bb9f8b9b305f19b2775,1,1
2026-09-10T13:24:49Z,https://github.com/tikonen/blog.git,ACESSIVEL,HEAD=4de49cd56886e107ee0b20c1bf6c3e5e4bbb5eae,1,1
2026-09-10T13:24:49Z,https://github.com/tinymce/tinymce.git,ACESSIVEL,HEAD=f768da2c8c467b25681a6ccae4e8b129d77ff128,1,2
2026-09-10T13:24:49Z,https://github.com/tj/node-growl.git,ACESSIVEL,HEAD=ad24aca82cd1a918bc0d55b6a0c44065df4076d6,1,1
2026-09-10T13:24:49Z,https://github.com/tnantoka/public.git,ACESSIVEL,HEAD=3cea76611cb1a79af0b9ad2edd1cbe2704d18629,1,0
2026-09-10T13:24:49Z,https://github.com/totaljs/framework.git,ACESSIVEL,HEAD=57c33d28c3e584c11fef0a306336830e158f2d2a,1,0
2026-09-10T13:24:49Z,https://github.com/transloadit/uppy.git,ACESSIVEL,HEAD=d84f231b9218c86d05c50e3c40747bc00a08365c,1,1
2026-09-10T13:24:49Z,https://github.com/twbs/bootstrap.git,ACESSIVEL,HEAD=dc109898919ffec835e87ab1e6bee130757d67e1,1,2
2026-09-10T13:24:49Z,https://github.com/ua-parser/uap-core.git,ACESSIVEL,HEAD=73e7340c3ed8055051607b296bf46ead7aa5f19e,1,1
2026-09-10T13:24:49Z,https://github.com/unclechu/node-deep-extend.git,ACESSIVEL,HEAD=f3f2b4f30fffe8abc9a99a7d6469fb354ca206e9,1,1
